ACCT_ID,RecordDate,LoanStartDate,LoanPrincipleDueDate,LoanMaturityDate,LoanOriginalAmount,LoanBalance,MonthlyPayment,LastPaidDate,TotalPaymentsCompleted,RunningMonthsPaid,TotalMonthsDelinquent,RunningMonthsDelinquent,AccountState
2300311,4/26/2021,10/26/2015,9/19/2020,9/19/2024,15330.85,7086.9,144.63,4/26/2021,57,4,9,0,Paid
2300311,5/26/2021,10/26/2015,9/19/2020,9/19/2024,15330.85,6942.27,144.63,5/26/2021,58,5,9,0,Paid
2300311,6/26/2021,10/26/2015,9/19/2020,9/19/2024,15330.85,6797.64,144.63,6/26/2021,59,6,9,0,Paid
2300311,7/26/2021,10/26/2015,9/19/2020,9/19/2024,15330.85,6653.01,144.63,7/26/2021,60,7,9,0,Paid
2300311,8/26/2021,10/26/2015,9/19/2020,9/19/2024,15330.85,6653.01,144.63,7/26/2021,60,0,10,1,Defaulting
2300311,9/26/2021,10/26/2015,9/19/2020,9/19/2024,15330.85,6508.38,144.63,9/26/2021,61,1,10,0,Paid
2300311,10/26/2021,10/26/2015,9/19/2020,9/19/2024,15330.85,6363.75,144.63,10/26/2021,62,2,10,0,Paid
2300311,11/26/2021,10/26/2015,9/19/2020,9/19/2024,15330.85,6363.75,144.63,10/26/2021,62,0,11,1,Defaulting
2300311,12/26/2021,10/26/2015,9/19/2020,9/19/2024,15330.85,6363.75,144.63,10/26/2021,62,0,12,2,Defaulting
8925849,8/16/2010,8/16/2010,5/13/2027,5/13/2028,78607.92,78607.92,370.79,8/16/2010,0,0,0,0,Opened
8925849,9/16/2010,8/16/2010,5/13/2027,5/13/2028,78607.92,78237.13,370.79,9/16/2010,1,1,0,0,Paid
8925849,10/16/2010,8/16/2010,5/13/2027,5/13/2028,78607.92,77866.34,370.79,10/16/2010,2,2,0,0,Paid
8925849,11/16/2010,8/16/2010,5/13/2027,5/13/2028,78607.92,77866.34,370.79,10/16/2010,2,0,1,1,Defaulting
8925849,12/16/2010,8/16/2010,5/13/2027,5/13/2028,78607.92,77866.34,370.79,10/16/2010,2,0,2,2,Defaulting
8925849,1/16/2011,8/16/2010,5/13/2027,5/13/2028,78607.92,77495.54,370.79,1/16/2011,3,1,2,0,Paid
8925849,2/16/2011,8/16/2010,5/13/2027,5/13/2028,78607.92,77124.75,370.79,2/16/2011,4,2,2,0,Paid
8925849,3/16/2011,8/16/2010,5/13/2027,5/13/2028,78607.92,76753.96,370.79,3/16/2011,5,3,2,0,Paid
8925849,4/16/2011,8/16/2010,5/13/2027,5/13/2028,78607.92,76753.96,370.79,3/16/2011,5,0,3,1,Defaulting
8925849,5/16/2011,8/16/2010,5/13/2027,5/13/2028,78607.92,76753.96,370.79,3/16/2011,5,0,4,2,Defaulting
8925849,6/16/2011,8/16/2010,5/13/2027,5/13/2028,78607.92,76383.17,370.79,6/16/2011,6,1,4,0,Paid
8925849,7/16/2011,8/16/2010,5/13/2027,5/13/2028,78607.92,76012.38,370.79,7/16/2011,7,2,4,0,Paid
8925849,8/16/2011,8/16/2010,5/13/2027,5/13/2028,78607.92,75641.58,370.79,8/16/2011,8,3,4,0,Paid
8925849,9/16/2011,8/16/2010,5/13/2027,5/13/2028,78607.92,75270.79,370.79,9/16/2011,9,4,4,0,Paid
8925849,10/16/2011,8/16/2010,5/13/2027,5/13/2028,78607.92,74900,370.79,10/16/2011,10,5,4,0,Paid
8925849,11/16/2011,8/16/2010,5/13/2027,5/13/2028,78607.92,74900,370.79,10/16/2011,10,0,5,1,Defaulting
8925849,12/16/2011,8/16/2010,5/13/2027,5/13/2028,78607.92,74900,370.79,10/16/2011,10,0,6,2,Defaulting
8925849,1/16/2012,8/16/2010,5/13/2027,5/13/2028,78607.92,74900,370.79,10/16/2011,10,0,7,3,Defaulting
8925849,2/16/2012,8/16/2010,5/13/2027,5/13/2028,78607.92,74529.21,370.79,2/16/2012,11,1,7,0,Paid
8925849,3/16/2012,8/16/2010,5/13/2027,5/13/2028,78607.92,74158.42,370.79,3/16/2012,12,2,7,0,Paid
8925849,4/16/2012,8/16/2010,5/13/2027,5/13/2028,78607.92,73787.62,370.79,4/16/2012,13,3,7,0,Paid
8925849,5/16/2012,8/16/2010,5/13/2027,5/13/2028,78607.92,73416.83,370.79,5/16/2012,14,4,7,0,Paid
8925849,6/16/2012,8/16/2010,5/13/2027,5/13/2028,78607.92,73046.04,370.79,6/16/2012,15,5,7,0,Paid
8925849,7/16/2012,8/16/2010,5/13/2027,5/13/2028,78607.92,72675.25,370.79,7/16/2012,16,6,7,0,Paid
8925849,8/16/2012,8/16/2010,5/13/2027,5/13/2028,78607.92,72304.45,370.79,8/16/2012,17,7,7,0,Paid
8925849,9/16/2012,8/16/2010,5/13/2027,5/13/2028,78607.92,71933.66,370.79,9/16/2012,18,8,7,0,Paid
8925849,10/16/2012,8/16/2010,5/13/2027,5/13/2028,78607.92,71562.87,370.79,10/16/2012,19,9,7,0,Paid
8925849,11/16/2012,8/16/2010,5/13/2027,5/13/2028,78607.92,71562.87,370.79,10/16/2012,19,0,8,1,Defaulting
8925849,12/16/2012,8/16/2010,5/13/2027,5/13/2028,78607.92,71192.08,370.79,12/16/2012,20,1,8,0,Paid
8925849,1/16/2013,8/16/2010,5/13/2027,5/13/2028,78607.92,70821.29,370.79,1/16/2013,21,2,8,0,Paid
8925849,2/16/2013,8/16/2010,5/13/2027,5/13/2028,78607.92,70450.49,370.79,2/16/2013,22,3,8,0,Paid
8925849,3/16/2013,8/16/2010,5/13/2027,5/13/2028,78607.92,70079.7,370.79,3/16/2013,23,4,8,0,Paid
8925849,4/16/2013,8/16/2010,5/13/2027,5/13/2028,78607.92,69708.91,370.79,4/16/2013,24,5,8,0,Paid
8925849,5/16/2013,8/16/2010,5/13/2027,5/13/2028,78607.92,69338.12,370.79,5/16/2013,25,6,8,0,Paid
8925849,6/16/2013,8/16/2010,5/13/2027,5/13/2028,78607.92,68967.33,370.79,6/16/2013,26,7,8,0,Paid
8925849,7/16/2013,8/16/2010,5/13/2027,5/13/2028,78607.92,68596.53,370.79,7/16/2013,27,8,8,0,Paid
8925849,8/16/2013,8/16/2010,5/13/2027,5/13/2028,78607.92,68225.74,370.79,8/16/2013,28,9,8,0,Paid
8925849,9/16/2013,8/16/2010,5/13/2027,5/13/2028,78607.92,67854.95,370.79,9/16/2013,29,10,8,0,Paid
8925849,10/16/2013,8/16/2010,5/13/2027,5/13/2028,78607.92,67484.16,370.79,10/16/2013,30,11,8,0,Paid
8925849,11/16/2013,8/16/2010,5/13/2027,5/13/2028,78607.92,67113.37,370.79,11/16/2013,31,12,8,0,Paid
8925849,12/16/2013,8/16/2010,5/13/2027,5/13/2028,78607.92,66742.57,370.79,12/16/2013,32,13,8,0,Paid
8925849,1/16/2014,8/16/2010,5/13/2027,5/13/2028,78607.92,66371.78,370.79,1/16/2014,33,14,8,0,Paid
8925849,2/16/2014,8/16/2010,5/13/2027,5/13/2028,78607.92,66000.99,370.79,2/16/2014,34,15,8,0,Paid
8925849,3/16/2014,8/16/2010,5/13/2027,5/13/2028,78607.92,66000.99,370.79,2/16/2014,34,0,9,1,Defaulting
8925849,4/16/2014,8/16/2010,5/13/2027,5/13/2028,78607.92,65630.2,370.79,4/16/2014,35,1,9,0,Paid
8925849,5/16/2014,8/16/2010,5/13/2027,5/13/2028,78607.92,65630.2,370.79,4/16/2014,35,0,10,1,Defaulting
8925849,6/16/2014,8/16/2010,5/13/2027,5/13/2028,78607.92,65259.41,370.79,6/16/2014,36,1,10,0,Paid
8925849,7/16/2014,8/16/2010,5/13/2027,5/13/2028,78607.92,64888.61,370.79,7/16/2014,37,2,10,0,Paid
8925849,8/16/2014,8/16/2010,5/13/2027,5/13/2028,78607.92,64517.82,370.79,8/16/2014,38,3,10,0,Paid
8925849,9/16/2014,8/16/2010,5/13/2027,5/13/2028,78607.92,64147.03,370.79,9/16/2014,39,4,10,0,Paid
8925849,10/16/2014,8/16/2010,5/13/2027,5/13/2028,78607.92,63776.24,370.79,10/16/2014,40,5,10,0,Paid
8925849,11/16/2014,8/16/2010,5/13/2027,5/13/2028,78607.92,63405.44,370.79,11/16/2014,41,6,10,0,Paid
8925849,12/16/2014,8/16/2010,5/13/2027,5/13/2028,78607.92,63034.65,370.79,12/16/2014,42,7,10,0,Paid
8925849,1/16/2015,8/16/2010,5/13/2027,5/13/2028,78607.92,62663.86,370.79,1/16/2015,43,8,10,0,Paid
8925849,2/16/2015,8/16/2010,5/13/2027,5/13/2028,78607.92,62293.07,370.79,2/16/2015,44,9,10,0,Paid
8925849,3/16/2015,8/16/2010,5/13/2027,5/13/2028,78607.92,61922.28,370.79,3/16/2015,45,10,10,0,Paid
8925849,4/16/2015,8/16/2010,5/13/2027,5/13/2028,78607.92,61551.48,370.79,4/16/2015,46,11,10,0,Paid
8925849,5/16/2015,8/16/2010,5/13/2027,5/13/2028,78607.92,61180.69,370.79,5/16/2015,47,12,10,0,Paid
8925849,6/16/2015,8/16/2010,5/13/2027,5/13/2028,78607.92,60809.9,370.79,6/16/2015,48,13,10,0,Paid
8925849,7/16/2015,8/16/2010,5/13/2027,5/13/2028,78607.92,60439.11,370.79,7/16/2015,49,14,10,0,Paid
8925849,8/16/2015,8/16/2010,5/13/2027,5/13/2028,78607.92,60068.32,370.79,8/16/2015,50,15,10,0,Paid
8925849,9/16/2015,8/16/2010,5/13/2027,5/13/2028,78607.92,59697.52,370.79,9/16/2015,51,16,10,0,Paid
8925849,10/16/2015,8/16/2010,5/13/2027,5/13/2028,78607.92,59697.52,370.79,9/16/2015,51,0,11,1,Defaulting
8925849,11/16/2015,8/16/2010,5/13/2027,5/13/2028,78607.92,59326.73,370.79,11/16/2015,52,1,11,0,Paid
8925849,12/16/2015,8/16/2010,5/13/2027,5/13/2028,78607.92,58955.94,370.79,12/16/2015,53,2,11,0,Paid
8925849,1/16/2016,8/16/2010,5/13/2027,5/13/2028,78607.92,58955.94,370.79,12/16/2015,53,0,12,1,Defaulting
8925849,2/16/2016,8/16/2010,5/13/2027,5/13/2028,78607.92,58585.15,370.79,2/16/2016,54,1,12,0,Paid
8925849,3/16/2016,8/16/2010,5/13/2027,5/13/2028,78607.92,58214.36,370.79,3/16/2016,55,2,12,0,Paid
8925849,4/16/2016,8/16/2010,5/13/2027,5/13/2028,78607.92,57843.56,370.79,4/16/2016,56,3,12,0,Paid
8925849,5/16/2016,8/16/2010,5/13/2027,5/13/2028,78607.92,57472.77,370.79,5/16/2016,57,4,12,0,Paid
8925849,6/16/2016,8/16/2010,5/13/2027,5/13/2028,78607.92,57101.98,370.79,6/16/2016,58,5,12,0,Paid
8925849,7/16/2016,8/16/2010,5/13/2027,5/13/2028,78607.92,56731.19,370.79,7/16/2016,59,6,12,0,Paid
8925849,8/16/2016,8/16/2010,5/13/2027,5/13/2028,78607.92,56731.19,370.79,7/16/2016,59,0,13,1,Defaulting
8925849,9/16/2016,8/16/2010,5/13/2027,5/13/2028,78607.92,56360.4,370.79,9/16/2016,60,1,13,0,Paid
8925849,10/16/2016,8/16/2010,5/13/2027,5/13/2028,78607.92,56360.4,370.79,9/16/2016,60,0,14,1,Defaulting
8925849,11/16/2016,8/16/2010,5/13/2027,5/13/2028,78607.92,55989.6,370.79,11/16/2016,61,1,14,0,Paid
8925849,12/16/2016,8/16/2010,5/13/2027,5/13/2028,78607.92,55618.81,370.79,12/16/2016,62,2,14,0,Paid
8925849,1/16/2017,8/16/2010,5/13/2027,5/13/2028,78607.92,55618.81,370.79,12/16/2016,62,0,15,1,Defaulting
8925849,2/16/2017,8/16/2010,5/13/2027,5/13/2028,78607.92,55618.81,370.79,12/16/2016,62,0,16,2,Defaulting
8925849,3/16/2017,8/16/2010,5/13/2027,5/13/2028,78607.92,55248.02,370.79,3/16/2017,63,1,16,0,Paid
8925849,4/16/2017,8/16/2010,5/13/2027,5/13/2028,78607.92,54877.23,370.79,4/16/2017,64,2,16,0,Paid
8925849,5/16/2017,8/16/2010,5/13/2027,5/13/2028,78607.92,54506.44,370.79,5/16/2017,65,3,16,0,Paid
8925849,6/16/2017,8/16/2010,5/13/2027,5/13/2028,78607.92,54135.64,370.79,6/16/2017,66,4,16,0,Paid
8925849,7/16/2017,8/16/2010,5/13/2027,5/13/2028,78607.92,53764.85,370.79,7/16/2017,67,5,16,0,Paid
8925849,8/16/2017,8/16/2010,5/13/2027,5/13/2028,78607.92,53764.85,370.79,7/16/2017,67,0,17,1,Defaulting
8925849,9/16/2017,8/16/2010,5/13/2027,5/13/2028,78607.92,53394.06,370.79,9/16/2017,68,1,17,0,Paid
8925849,10/16/2017,8/16/2010,5/13/2027,5/13/2028,78607.92,53023.27,370.79,10/16/2017,69,2,17,0,Paid
8925849,11/16/2017,8/16/2010,5/13/2027,5/13/2028,78607.92,52652.47,370.79,11/16/2017,70,3,17,0,Paid
8925849,12/16/2017,8/16/2010,5/13/2027,5/13/2028,78607.92,52281.68,370.79,12/16/2017,71,4,17,0,Paid
8925849,1/16/2018,8/16/2010,5/13/2027,5/13/2028,78607.92,51910.89,370.79,1/16/2018,72,5,17,0,Paid
8925849,2/16/2018,8/16/2010,5/13/2027,5/13/2028,78607.92,51910.89,370.79,1/16/2018,72,0,18,1,Defaulting
8925849,3/16/2018,8/16/2010,5/13/2027,5/13/2028,78607.92,51540.1,370.79,3/16/2018,73,1,18,0,Paid
8925849,4/16/2018,8/16/2010,5/13/2027,5/13/2028,78607.92,51169.31,370.79,4/16/2018,74,2,18,0,Paid
8925849,5/16/2018,8/16/2010,5/13/2027,5/13/2028,78607.92,51169.31,370.79,4/16/2018,74,0,19,1,Defaulting
8925849,6/16/2018,8/16/2010,5/13/2027,5/13/2028,78607.92,50798.51,370.79,6/16/2018,75,1,19,0,Paid
8925849,7/16/2018,8/16/2010,5/13/2027,5/13/2028,78607.92,50427.72,370.79,7/16/2018,76,2,19,0,Paid
8925849,8/16/2018,8/16/2010,5/13/2027,5/13/2028,78607.92,50056.93,370.79,8/16/2018,77,3,19,0,Paid
8925849,9/16/2018,8/16/2010,5/13/2027,5/13/2028,78607.92,49686.14,370.79,9/16/2018,78,4,19,0,Paid
8925849,10/16/2018,8/16/2010,5/13/2027,5/13/2028,78607.92,49686.14,370.79,9/16/2018,78,0,20,1,Defaulting
8925849,11/16/2018,8/16/2010,5/13/2027,5/13/2028,78607.92,49315.35,370.79,11/16/2018,79,1,20,0,Paid
8925849,12/16/2018,8/16/2010,5/13/2027,5/13/2028,78607.92,48944.55,370.79,12/16/2018,80,2,20,0,Paid
8925849,1/16/2019,8/16/2010,5/13/2027,5/13/2028,78607.92,48573.76,370.79,1/16/2019,81,3,20,0,Paid
8925849,2/16/2019,8/16/2010,5/13/2027,5/13/2028,78607.92,48202.97,370.79,2/16/2019,82,4,20,0,Paid
8925849,3/16/2019,8/16/2010,5/13/2027,5/13/2028,78607.92,47832.18,370.79,3/16/2019,83,5,20,0,Paid
8925849,4/16/2019,8/16/2010,5/13/2027,5/13/2028,78607.92,47461.39,370.79,4/16/2019,84,6,20,0,Paid
8925849,5/16/2019,8/16/2010,5/13/2027,5/13/2028,78607.92,47090.59,370.79,5/16/2019,85,7,20,0,Paid
8925849,6/16/2019,8/16/2010,5/13/2027,5/13/2028,78607.92,46719.8,370.79,6/16/2019,86,8,20,0,Paid
8925849,7/16/2019,8/16/2010,5/13/2027,5/13/2028,78607.92,46349.01,370.79,7/16/2019,87,9,20,0,Paid
8925849,8/16/2019,8/16/2010,5/13/2027,5/13/2028,78607.92,45978.22,370.79,8/16/2019,88,10,20,0,Paid
8925849,9/16/2019,8/16/2010,5/13/2027,5/13/2028,78607.92,45607.43,370.79,9/16/2019,89,11,20,0,Paid
8925849,10/16/2019,8/16/2010,5/13/2027,5/13/2028,78607.92,45236.63,370.79,10/16/2019,90,12,20,0,Paid
8925849,11/16/2019,8/16/2010,5/13/2027,5/13/2028,78607.92,44865.84,370.79,11/16/2019,91,13,20,0,Paid
8925849,12/16/2019,8/16/2010,5/13/2027,5/13/2028,78607.92,44495.05,370.79,12/16/2019,92,14,20,0,Paid
8925849,1/16/2020,8/16/2010,5/13/2027,5/13/2028,78607.92,44124.26,370.79,1/16/2020,93,15,20,0,Paid
8925849,2/16/2020,8/16/2010,5/13/2027,5/13/2028,78607.92,43753.46,370.79,2/16/2020,94,16,20,0,Paid
8925849,3/16/2020,8/16/2010,5/13/2027,5/13/2028,78607.92,43382.67,370.79,3/16/2020,95,17,20,0,Paid
8925849,4/16/2020,8/16/2010,5/13/2027,5/13/2028,78607.92,43011.88,370.79,4/16/2020,96,18,20,0,Paid
8925849,5/16/2020,8/16/2010,5/13/2027,5/13/2028,78607.92,42641.09,370.79,5/16/2020,97,19,20,0,Paid
8925849,6/16/2020,8/16/2010,5/13/2027,5/13/2028,78607.92,42270.3,370.79,6/16/2020,98,20,20,0,Paid
8925849,7/16/2020,8/16/2010,5/13/2027,5/13/2028,78607.92,41899.5,370.79,7/16/2020,99,21,20,0,Paid
8925849,8/16/2020,8/16/2010,5/13/2027,5/13/2028,78607.92,41528.71,370.79,8/16/2020,100,22,20,0,Paid
8925849,9/16/2020,8/16/2010,5/13/2027,5/13/2028,78607.92,41157.92,370.79,9/16/2020,101,23,20,0,Paid
8925849,10/16/2020,8/16/2010,5/13/2027,5/13/2028,78607.92,40787.13,370.79,10/16/2020,102,24,20,0,Paid
8925849,11/16/2020,8/16/2010,5/13/2027,5/13/2028,78607.92,40787.13,370.79,10/16/2020,102,0,21,1,Defaulting
8925849,12/16/2020,8/16/2010,5/13/2027,5/13/2028,78607.92,40416.34,370.79,12/16/2020,103,1,21,0,Paid
8925849,1/16/2021,8/16/2010,5/13/2027,5/13/2028,78607.92,40045.54,370.79,1/16/2021,104,2,21,0,Paid
8925849,2/16/2021,8/16/2010,5/13/2027,5/13/2028,78607.92,39674.75,370.79,2/16/2021,105,3,21,0,Paid
8925849,3/16/2021,8/16/2010,5/13/2027,5/13/2028,78607.92,39303.96,370.79,3/16/2021,106,4,21,0,Paid
8925849,4/16/2021,8/16/2010,5/13/2027,5/13/2028,78607.92,38933.17,370.79,4/16/2021,107,5,21,0,Paid
8925849,5/16/2021,8/16/2010,5/13/2027,5/13/2028,78607.92,38562.38,370.79,5/16/2021,108,6,21,0,Paid
8925849,6/16/2021,8/16/2010,5/13/2027,5/13/2028,78607.92,38191.58,370.79,6/16/2021,109,7,21,0,Paid
8925849,7/16/2021,8/16/2010,5/13/2027,5/13/2028,78607.92,37820.79,370.79,7/16/2021,110,8,21,0,Paid
8925849,8/16/2021,8/16/2010,5/13/2027,5/13/2028,78607.92,37450,370.79,8/16/2021,111,9,21,0,Paid
8925849,9/16/2021,8/16/2010,5/13/2027,5/13/2028,78607.92,37079.21,370.79,9/16/2021,112,10,21,0,Paid
8925849,10/16/2021,8/16/2010,5/13/2027,5/13/2028,78607.92,36708.42,370.79,10/16/2021,113,11,21,0,Paid
8925849,11/16/2021,8/16/2010,5/13/2027,5/13/2028,78607.92,36337.62,370.79,11/16/2021,114,12,21,0,Paid
8925849,12/16/2021,8/16/2010,5/13/2027,5/13/2028,78607.92,35966.83,370.79,12/16/2021,115,13,21,0,Paid
225165,1/24/2013,1/24/2013,2/1/2021,2/1/2024,43556.31,43556.31,329.97,1/24/2013,0,0,0,0,Opened
225165,2/24/2013,1/24/2013,2/1/2021,2/1/2024,43556.31,43226.34,329.97,2/24/2013,1,1,0,0,Paid
225165,3/24/2013,1/24/2013,2/1/2021,2/1/2024,43556.31,42896.37,329.97,3/24/2013,2,2,0,0,Paid
225165,4/24/2013,1/24/2013,2/1/2021,2/1/2024,43556.31,42566.39,329.97,4/24/2013,3,3,0,0,Paid
225165,5/24/2013,1/24/2013,2/1/2021,2/1/2024,43556.31,42236.42,329.97,5/24/2013,4,4,0,0,Paid
225165,6/24/2013,1/24/2013,2/1/2021,2/1/2024,43556.31,41906.45,329.97,6/24/2013,5,5,0,0,Paid
225165,7/24/2013,1/24/2013,2/1/2021,2/1/2024,43556.31,41576.48,329.97,7/24/2013,6,6,0,0,Paid
225165,8/24/2013,1/24/2013,2/1/2021,2/1/2024,43556.31,41576.48,329.97,7/24/2013,6,0,1,1,Defaulting
225165,9/24/2013,1/24/2013,2/1/2021,2/1/2024,43556.31,41246.51,329.97,9/24/2013,7,1,1,0,Paid
225165,10/24/2013,1/24/2013,2/1/2021,2/1/2024,43556.31,41246.51,329.97,9/24/2013,7,0,2,1,Defaulting
225165,11/24/2013,1/24/2013,2/1/2021,2/1/2024,43556.31,40916.53,329.97,11/24/2013,8,1,2,0,Paid
225165,12/24/2013,1/24/2013,2/1/2021,2/1/2024,43556.31,40586.56,329.97,12/24/2013,9,2,2,0,Paid
225165,1/24/2014,1/24/2013,2/1/2021,2/1/2024,43556.31,40586.56,329.97,12/24/2013,9,0,3,1,Defaulting
225165,2/24/2014,1/24/2013,2/1/2021,2/1/2024,43556.31,40256.59,329.97,2/24/2014,10,1,3,0,Paid
225165,3/24/2014,1/24/2013,2/1/2021,2/1/2024,43556.31,39926.62,329.97,3/24/2014,11,2,3,0,Paid
225165,4/24/2014,1/24/2013,2/1/2021,2/1/2024,43556.31,39596.65,329.97,4/24/2014,12,3,3,0,Paid
225165,5/24/2014,1/24/2013,2/1/2021,2/1/2024,43556.31,39266.67,329.97,5/24/2014,13,4,3,0,Paid
225165,6/24/2014,1/24/2013,2/1/2021,2/1/2024,43556.31,38936.7,329.97,6/24/2014,14,5,3,0,Paid
225165,7/24/2014,1/24/2013,2/1/2021,2/1/2024,43556.31,38606.73,329.97,7/24/2014,15,6,3,0,Paid
225165,8/24/2014,1/24/2013,2/1/2021,2/1/2024,43556.31,38276.76,329.97,8/24/2014,16,7,3,0,Paid
225165,9/24/2014,1/24/2013,2/1/2021,2/1/2024,43556.31,37946.79,329.97,9/24/2014,17,8,3,0,Paid
225165,10/24/2014,1/24/2013,2/1/2021,2/1/2024,43556.31,37616.81,329.97,10/24/2014,18,9,3,0,Paid
225165,11/24/2014,1/24/2013,2/1/2021,2/1/2024,43556.31,37286.84,329.97,11/24/2014,19,10,3,0,Paid
225165,12/24/2014,1/24/2013,2/1/2021,2/1/2024,43556.31,36956.87,329.97,12/24/2014,20,11,3,0,Paid
225165,1/24/2015,1/24/2013,2/1/2021,2/1/2024,43556.31,36626.9,329.97,1/24/2015,21,12,3,0,Paid
225165,2/24/2015,1/24/2013,2/1/2021,2/1/2024,43556.31,36296.92,329.97,2/24/2015,22,13,3,0,Paid
225165,3/24/2015,1/24/2013,2/1/2021,2/1/2024,43556.31,35966.95,329.97,3/24/2015,23,14,3,0,Paid
225165,4/24/2015,1/24/2013,2/1/2021,2/1/2024,43556.31,35966.95,329.97,3/24/2015,23,0,4,1,Defaulting
225165,5/24/2015,1/24/2013,2/1/2021,2/1/2024,43556.31,35636.98,329.97,5/24/2015,24,1,4,0,Paid
225165,6/24/2015,1/24/2013,2/1/2021,2/1/2024,43556.31,35307.01,329.97,6/24/2015,25,2,4,0,Paid
225165,7/24/2015,1/24/2013,2/1/2021,2/1/2024,43556.31,34977.04,329.97,7/24/2015,26,3,4,0,Paid
225165,8/24/2015,1/24/2013,2/1/2021,2/1/2024,43556.31,34647.06,329.97,8/24/2015,27,4,4,0,Paid
225165,9/24/2015,1/24/2013,2/1/2021,2/1/2024,43556.31,34647.06,329.97,8/24/2015,27,0,5,1,Defaulting
225165,10/24/2015,1/24/2013,2/1/2021,2/1/2024,43556.31,34317.09,329.97,10/24/2015,28,1,5,0,Paid
225165,11/24/2015,1/24/2013,2/1/2021,2/1/2024,43556.31,33987.12,329.97,11/24/2015,29,2,5,0,Paid
225165,12/24/2015,1/24/2013,2/1/2021,2/1/2024,43556.31,33657.15,329.97,12/24/2015,30,3,5,0,Paid
225165,1/24/2016,1/24/2013,2/1/2021,2/1/2024,43556.31,33327.18,329.97,1/24/2016,31,4,5,0,Paid
225165,2/24/2016,1/24/2013,2/1/2021,2/1/2024,43556.31,32997.2,329.97,2/24/2016,32,5,5,0,Paid
225165,3/24/2016,1/24/2013,2/1/2021,2/1/2024,43556.31,32667.23,329.97,3/24/2016,33,6,5,0,Paid
225165,4/24/2016,1/24/2013,2/1/2021,2/1/2024,43556.31,32667.23,329.97,3/24/2016,33,0,6,1,Defaulting
225165,5/24/2016,1/24/2013,2/1/2021,2/1/2024,43556.31,32337.26,329.97,5/24/2016,34,1,6,0,Paid
225165,6/24/2016,1/24/2013,2/1/2021,2/1/2024,43556.31,32007.29,329.97,6/24/2016,35,2,6,0,Paid
225165,7/24/2016,1/24/2013,2/1/2021,2/1/2024,43556.31,32007.29,329.97,6/24/2016,35,0,7,1,Defaulting
225165,8/24/2016,1/24/2013,2/1/2021,2/1/2024,43556.31,31677.32,329.97,8/24/2016,36,1,7,0,Paid
225165,9/24/2016,1/24/2013,2/1/2021,2/1/2024,43556.31,31347.34,329.97,9/24/2016,37,2,7,0,Paid
225165,10/24/2016,1/24/2013,2/1/2021,2/1/2024,43556.31,31017.37,329.97,10/24/2016,38,3,7,0,Paid
225165,11/24/2016,1/24/2013,2/1/2021,2/1/2024,43556.31,30687.4,329.97,11/24/2016,39,4,7,0,Paid
225165,12/24/2016,1/24/2013,2/1/2021,2/1/2024,43556.31,30357.43,329.97,12/24/2016,40,5,7,0,Paid
225165,1/24/2017,1/24/2013,2/1/2021,2/1/2024,43556.31,30027.46,329.97,1/24/2017,41,6,7,0,Paid
225165,2/24/2017,1/24/2013,2/1/2021,2/1/2024,43556.31,29697.48,329.97,2/24/2017,42,7,7,0,Paid
225165,3/24/2017,1/24/2013,2/1/2021,2/1/2024,43556.31,29367.51,329.97,3/24/2017,43,8,7,0,Paid
225165,4/24/2017,1/24/2013,2/1/2021,2/1/2024,43556.31,29037.54,329.97,4/24/2017,44,9,7,0,Paid
225165,5/24/2017,1/24/2013,2/1/2021,2/1/2024,43556.31,28707.57,329.97,5/24/2017,45,10,7,0,Paid
225165,6/24/2017,1/24/2013,2/1/2021,2/1/2024,43556.31,28377.6,329.97,6/24/2017,46,11,7,0,Paid
225165,7/24/2017,1/24/2013,2/1/2021,2/1/2024,43556.31,28047.62,329.97,7/24/2017,47,12,7,0,Paid
225165,8/24/2017,1/24/2013,2/1/2021,2/1/2024,43556.31,27717.65,329.97,8/24/2017,48,13,7,0,Paid
225165,9/24/2017,1/24/2013,2/1/2021,2/1/2024,43556.31,27387.68,329.97,9/24/2017,49,14,7,0,Paid
225165,10/24/2017,1/24/2013,2/1/2021,2/1/2024,43556.31,27057.71,329.97,10/24/2017,50,15,7,0,Paid
225165,11/24/2017,1/24/2013,2/1/2021,2/1/2024,43556.31,27057.71,329.97,10/24/2017,50,0,8,1,Defaulting
225165,12/24/2017,1/24/2013,2/1/2021,2/1/2024,43556.31,26727.74,329.97,12/24/2017,51,1,8,0,Paid
225165,1/24/2018,1/24/2013,2/1/2021,2/1/2024,43556.31,26397.76,329.97,1/24/2018,52,2,8,0,Paid
225165,2/24/2018,1/24/2013,2/1/2021,2/1/2024,43556.31,26067.79,329.97,2/24/2018,53,3,8,0,Paid
225165,3/24/2018,1/24/2013,2/1/2021,2/1/2024,43556.31,25737.82,329.97,3/24/2018,54,4,8,0,Paid
225165,4/24/2018,1/24/2013,2/1/2021,2/1/2024,43556.31,25407.85,329.97,4/24/2018,55,5,8,0,Paid
225165,5/24/2018,1/24/2013,2/1/2021,2/1/2024,43556.31,25077.88,329.97,5/24/2018,56,6,8,0,Paid
225165,6/24/2018,1/24/2013,2/1/2021,2/1/2024,43556.31,24747.9,329.97,6/24/2018,57,7,8,0,Paid
225165,7/24/2018,1/24/2013,2/1/2021,2/1/2024,43556.31,24417.93,329.97,7/24/2018,58,8,8,0,Paid
